3.02745	2.90556
3.31395	2.7083
2.91758	2.81142
3.08517	2.841
2.63795	3.12934
2.53814	3.15924
2.80781	3.44693
2.83259	3.18851
2.84487	3.29902
2.97953	3.17397
2.81799	3.33975
2.76053	2.86892
2.92162	2.86464
3.45329	3.14564
2.97224	2.81634
2.77276	3.23182
3.76598	2.46551
2.86237	3.1012
3.07977	2.5378
3.40229	2.73543
3.09101	3.19629
3.13355	3.00676
3.39555	3.19902
2.84626	3.08057
2.88838	2.9554
2.94045	2.96911
2.94074	3.24825
2.80649	3.15741
2.99094	3.47537
3.07272	3.22436
2.79736	3.0387
3.03766	3.27849
2.74948	3.20749
2.97112	3.15913
2.92952	3.10353
3.06261	2.73758
3.11738	2.77285
3.06281	2.97628
2.21473	3.09235
3.44241	3.47662
2.88	2.93598
2.75744	3.10178
2.75447	2.54751
2.69277	2.71991
3.24375	2.95262
3.13559	2.8785
2.8166	2.99153
3.31062	2.87785
2.95602	2.66052
2.82405	2.91656
3.12454	3.29417
2.9416	2.73673
3.37744	3.3978
2.86801	2.69619
3.58738	3.26972
3.11233	2.76224
3.15882	2.831
2.81574	2.91102
2.70097	2.74961
2.99357	2.94367
2.95862	3.10334
3.03609	2.51576
3.12181	2.83851
2.6442	2.88536
2.73688	2.86966
2.76352	3.12596
2.97662	2.86136
3.11528	2.85777
3.20076	3.02178
3.37013	3.20203
2.98846	2.63044
3.34774	2.68505
2.85451	2.87896
3.0767	2.83481
3.5792	3.15011
2.69212	2.9239
3.45873	2.94035
2.93707	3.0059
2.98266	2.80327
3.25532	2.84972
2.74892	3.09259
3.57048	3.02484
3.32467	3.02298
2.84809	2.92777
2.7398	2.41402
2.75085	3.11593
3.01829	3.35796
2.80868	2.72429
3.09076	3.06868
2.67949	2.71154
3.0385	3.05403
2.83031	3.09226
2.85415	3.16302
2.90826	2.78435
2.76243	3.31505
3.0414	3.26453
2.81681	3.05552
3.51144	3.13685
3.08659	2.92865
2.9999	2.8396
